play_name,character,act,scene,sentence,text,tokens
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,8,"It resteth now, then, that your majesty","['resteth', 'majesty']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,9,"Take all advantages of time and power,","['Take', 'advantages', 'time', 'power']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,10,And work revenge upon these infidels.,"['work', 'revenge', 'upon', 'infidels']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,11,"Your highness knows, for Tamburlaine's repair,","['highness', 'knows', 'Tamburlaine', 'repair']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,12,"That strikes a terror to all Turkish hearts,","['strikes', 'terror', 'Turkish', 'hearts']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,13,Natolia hath dismiss'd the greatest part,"['Natolia', 'dismiss', 'greatest', 'part']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,14,"Of all his army, pitch'd against our power","['army', 'pitch', 'power']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,15,"Betwixt Cutheia and Orminius' mount,","['Betwixt', 'Cutheia', 'Orminius', 'mount']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,16,"And sent them marching up to Belgasar,","['sent', 'marching', 'Belgasar']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,17,"Acantha, Antioch, and Caesarea,","['Acantha', 'Antioch', 'Caesarea']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,18,To aid the kings of Soria  and Jerusalem.,"['aid', 'kings', 'Soria', 'Jerusalem']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,19,"Now, then, my lord, advantage take thereof,","['lord', 'advantage', 'take', 'thereof']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,20,And issue suddenly upon the rest;,"['issue', 'suddenly', 'upon', 'rest']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,21,"That, in the fortune of their overthrow,","['fortune', 'overthrow']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,22,We may discourage all the pagan troop,"['may', 'discourage', 'pagan', 'troop']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,23,That dare attempt to war with Christians.,"['dare', 'attempt', 'war', 'Christians']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,"But calls not, then, your grace to memory","['calls', 'grace', 'memory']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"The league we lately made with King Orcanes,","['league', 'lately', 'made', 'King', 'Orcanes']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,"Confirm'd by oath and articles of peace,","['Confirm', 'oath', 'articles', 'peace']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,And calling Christ for record of our truths?,"['calling', 'Christ', 'record', 'truths']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,5,This should be treachery and violence,"['treachery', 'violence']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,6,Against the grace of our profession.,"['grace', 'profession']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,1,"No whit, my lord; for with such infidels,","['whit', 'lord', 'infidels']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,2,"In whom no faith nor true religion rests,","['faith', 'true', 'religion', 'rests']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,3,We are not bound to those accomplishments,"['bound', 'accomplishments']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,4,The holy laws of Christendom enjoin;,"['holy', 'laws', 'Christendom', 'enjoin']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,5,"But, as the faith which they profanely plight","['faith', 'profanely', 'plight']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,6,Is not by necessary policy,"['necessary', 'policy']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,7,"To be esteem'd assurance for ourselves,","['esteem', 'assurance']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,8,So that we vow  to them should not infringe,"['vow', 'infringe']"
Tamburlaine the Great-Part2,BALDWIN,SCENE I.,none,9,Our liberty of arms and victory.,"['liberty', 'arms', 'victory']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,Though I confess the oaths they undertake,"['Though', 'confess', 'oaths', 'undertake']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"Breed little strength to our security,","['Breed', 'little', 'strength', 'security']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,Yet those infirmities that thus defame,"['Yet', 'infirmities', 'thus', 'defame']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,"Their faiths,  their honours, and religion,","['faiths', 'honours', 'religion']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,5,Should not give us presumption to the like.,"['give', 'presumption', 'like']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,6,"Our faiths are sound, and must be consummate,","['faiths', 'sound', 'must', 'consummate']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,7,"Religious, righteous, and inviolate.","['Religious', 'righteous', 'inviolate']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,1,"Assure your grace, 'tis superstition","['Assure', 'grace', ""'t"", 'superstition']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,2,To stand so strictly on dispensive faith;,"['stand', 'strictly', 'dispensive', 'faith']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,3,"And, should we lose the opportunity","['lose', 'opportunity']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,4,"That God hath given to venge our Christians' death,","['God', 'given', 'venge', 'Christians', 'death']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,5,"And scourge their foul blasphemous paganism,","['scourge', 'foul', 'blasphemous', 'paganism']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,6,"As fell to Saul, to Balaam, and the rest,","['fell', 'Saul', 'Balaam', 'rest']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,7,"That would not kill and curse at God's command,","['would', 'kill', 'curse', 'God', 'command']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,8,"So surely will the vengeance of the Highest,","['surely', 'vengeance', 'Highest']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,9,"And jealous anger of his fearful arm,","['jealous', 'anger', 'fearful', 'arm']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,10,"Be pour'd with rigour on our sinful heads,","['pour', 'rigour', 'sinful', 'heads']"
Tamburlaine the Great-Part2,FREDERICK,SCENE I.,none,11,If we neglect this  offer'd victory.,"['neglect', 'offer', 'victory']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,1,"Then arm, my lords, and issue suddenly,","['arm', 'lords', 'issue', 'suddenly']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,2,"Giving commandment to our general host,","['Giving', 'commandment', 'general', 'host']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,3,"With expedition to assail the pagan,","['expedition', 'assail', 'pagan']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE I.,none,4,And take the victory our God hath given.,"['take', 'victory', 'God', 'given']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE II.,none,5,"Then arm, my lords, and issue suddenly,","['arm', 'lords', 'issue', 'suddenly']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE II.,none,6,"Giving commandment to our general host,","['Giving', 'commandment', 'general', 'host']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE II.,none,7,"With expedition to assail the pagan,","['expedition', 'assail', 'pagan']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE II.,none,8,And take the victory our God hath given.,"['take', 'victory', 'God', 'given']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,1,"Gazellus, Uribassa, and the rest,","['Gazellus', 'Uribassa', 'rest']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,2,Now will we march from proud Orminius' mount,"['march', 'proud', 'Orminius', 'mount']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,3,"To fair Natolia, where our neighbour kings","['fair', 'Natolia', 'neighbour', 'kings']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,4,"Expect our power and our royal presence,","['Expect', 'power', 'royal', 'presence']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,5,"T' encounter with the cruel Tamburlaine,","['encounter', 'cruel', 'Tamburlaine']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,6,"That nigh Larissa sways a mighty host,","['nigh', 'Larissa', 'sways', 'mighty', 'host']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,7,And with the thunder of his martial  tools,"['thunder', 'martial', 'tools']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,8,Makes earthquakes in the hearts of men and heaven.,"['Makes', 'earthquakes', 'hearts', 'men', 'heaven']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,1,And now come we to make his sinews shake,"['come', 'make', 'sinews', 'shake']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,2,With greater power than erst his pride hath felt.,"['greater', 'power', 'erst', 'pride', 'felt']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,3,"An hundred kings, by scores, will bid him arms,","['hundred', 'kings', 'scores', 'bid', 'arms']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,4,And hundred thousands subjects to each score:,"['hundred', 'thousands', 'subjects', 'score']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,5,"Which, if a shower of wounding thunderbolts","['shower', 'wounding', 'thunderbolts']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,6,"Should break out of the bowels of the clouds,","['break', 'bowels', 'clouds']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,7,"And fall as thick as hail upon our heads,","['fall', 'thick', 'hail', 'upon', 'heads']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,8,"In partial aid of that proud Scythian,","['partial', 'aid', 'proud', 'Scythian']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,9,"Yet should our courages and steeled crests,","['Yet', 'courages', 'steeled', 'crests']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,10,"And numbers, more than infinite, of men,","['numbers', 'infinite', 'men']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,11,Be able to withstand and conquer him.,"['able', 'withstand', 'conquer']"
Tamburlaine the Great-Part2,URIBASSA,SCENE II.,none,1,Methinks I see how glad the Christian king,"['Methinks', 'see', 'glad', 'Christian', 'king']"
Tamburlaine the Great-Part2,URIBASSA,SCENE II.,none,2,"Is made for joy of our  admitted truce,","['made', 'joy', 'admitted', 'truce']"
Tamburlaine the Great-Part2,URIBASSA,SCENE II.,none,3,That could not but before be terrified,"['could', 'terrified']"
Tamburlaine the Great-Part2,URIBASSA,SCENE II.,none,4,With  unacquainted power of our host.,"['unacquainted', 'power', 'host']"
Tamburlaine the Great-Part2,MESSENGER,SCENE II.,none,1,"Arm, dread sovereign, and my noble lords!","['Arm', 'dread', 'sovereign', 'noble', 'lords']"
Tamburlaine the Great-Part2,MESSENGER,SCENE II.,none,2,"The treacherous army of the Christians,","['treacherous', 'army', 'Christians']"
Tamburlaine the Great-Part2,MESSENGER,SCENE II.,none,3,"Taking advantage of your slender power,","['Taking', 'advantage', 'slender', 'power']"
Tamburlaine the Great-Part2,MESSENGER,SCENE II.,none,4,"Comes marching on us, and determines straight","['Comes', 'marching', 'determines', 'straight']"
Tamburlaine the Great-Part2,MESSENGER,SCENE II.,none,5,To bid us battle for our dearest lives.,"['bid', 'battle', 'dearest', 'lives']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,1,"Traitors, villains, damned Christians!","['Traitors', 'villains', 'damned', 'Christians']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,2,Have I not here the articles of peace,"['articles', 'peace']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,3,"And solemn covenants we have both confirm'd,","['solemn', 'covenants', 'confirm']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,4,"He by his Christ, and I by Mahomet?","['Christ', 'Mahomet']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,1,"Hell and confusion light upon their heads,","['Hell', 'confusion', 'light', 'upon', 'heads']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,2,"That with such treason seek our overthrow,","['treason', 'seek', 'overthrow']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE II.,none,3,And care so little for their prophet Christ!,"['care', 'little', 'prophet', 'Christ']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,1,"Can there be such deceit in Christians,","['deceit', 'Christians']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,2,"Or treason in the fleshly heart of man,","['treason', 'fleshly', 'heart', 'man']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,3,Whose shape is figure of the highest God?,"['Whose', 'shape', 'figure', 'highest', 'God']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,4,"Then, if there be a Christ, as Christians say,","['Christ', 'Christians', 'say']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,5,"But in their deeds deny him for their Christ,","['deeds', 'deny', 'Christ']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,6,"If he be son to everliving Jove,","['son', 'everliving', 'Jove']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,7,"And hath the power of his outstretched arm,","['power', 'outstretched', 'arm']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,8,If he be jealous of his name and honour,"['jealous', 'name', 'honour']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,9,"As is our holy prophet Mahomet,","['holy', 'prophet', 'Mahomet']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,10,Take here these papers as our sacrifice,"['Take', 'papers', 'sacrifice']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,11,And witness of thy servant's  perjury!,"['witness', 'servant', 'perjury']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,12,"Open, thou shining veil of Cynthia,","['Open', 'shining', 'veil', 'Cynthia']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,13,"And make a passage from th' empyreal heaven,","['make', 'passage', 'th', 'empyreal', 'heaven']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,14,"That he that sits on high and never sleeps,","['sits', 'high', 'never', 'sleeps']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,15,"Nor in one place is circumscriptible,","['one', 'place', 'circumscriptible']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,16,But every where fills every continent,"['every', 'fills', 'every', 'continent']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,17,"With strange infusion of his sacred vigour,","['strange', 'infusion', 'sacred', 'vigour']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,18,"May, in his endless power and purity,","['May', 'endless', 'power', 'purity']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,19,Behold and venge this traitor's perjury!,"['Behold', 'venge', 'traitor', 'perjury']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,20,"Thou, Christ, that art esteem'd omnipotent,","['Christ', 'esteem', 'omnipotent']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,21,"If thou wilt prove thyself a perfect God,","['wilt', 'prove', 'thyself', 'perfect', 'God']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,22,"Worthy the worship of all faithful hearts,","['Worthy', 'worship', 'faithful', 'hearts']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,23,"Be now reveng'd upon this traitor's soul,","['reveng', 'upon', 'traitor', 'soul']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,24,And make the power I have left behind,"['make', 'power', 'left', 'behind']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,25,(Too little to defend our guiltless lives),"['little', 'defend', 'guiltless', 'lives']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,26,Sufficient to discomfit  and confound,"['Sufficient', 'discomfit', 'confound']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,27,The trustless force of those false Christians!,"['trustless', 'force', 'false', 'Christians']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,28,"To arms, my lords!  on Christ still let us cry:","['arms', 'lords', 'Christ', 'still', 'let', 'cry']"
Tamburlaine the Great-Part2,ORCANES,SCENE II.,none,29,"If there be Christ, we shall have victory.","['Christ', 'shall', 'victory']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,30,"Can there be such deceit in Christians,","['deceit', 'Christians']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,31,"Or treason in the fleshly heart of man,","['treason', 'fleshly', 'heart', 'man']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,32,Whose shape is figure of the highest God?,"['Whose', 'shape', 'figure', 'highest', 'God']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,33,"Then, if there be a Christ, as Christians say,","['Christ', 'Christians', 'say']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,34,"But in their deeds deny him for their Christ,","['deeds', 'deny', 'Christ']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,35,"If he be son to everliving Jove,","['son', 'everliving', 'Jove']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,36,"And hath the power of his outstretched arm,","['power', 'outstretched', 'arm']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,37,If he be jealous of his name and honour,"['jealous', 'name', 'honour']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,38,"As is our holy prophet Mahomet,","['holy', 'prophet', 'Mahomet']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,39,Take here these papers as our sacrifice,"['Take', 'papers', 'sacrifice']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,40,And witness of thy servant's  perjury!,"['witness', 'servant', 'perjury']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,41,"Open, thou shining veil of Cynthia,","['Open', 'shining', 'veil', 'Cynthia']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,42,"And make a passage from th' empyreal heaven,","['make', 'passage', 'th', 'empyreal', 'heaven']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,43,"That he that sits on high and never sleeps,","['sits', 'high', 'never', 'sleeps']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,44,"Nor in one place is circumscriptible,","['one', 'place', 'circumscriptible']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,45,But every where fills every continent,"['every', 'fills', 'every', 'continent']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,46,"With strange infusion of his sacred vigour,","['strange', 'infusion', 'sacred', 'vigour']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,47,"May, in his endless power and purity,","['May', 'endless', 'power', 'purity']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,48,Behold and venge this traitor's perjury!,"['Behold', 'venge', 'traitor', 'perjury']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,49,"Thou, Christ, that art esteem'd omnipotent,","['Christ', 'esteem', 'omnipotent']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,50,"If thou wilt prove thyself a perfect God,","['wilt', 'prove', 'thyself', 'perfect', 'God']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,51,"Worthy the worship of all faithful hearts,","['Worthy', 'worship', 'faithful', 'hearts']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,52,"Be now reveng'd upon this traitor's soul,","['reveng', 'upon', 'traitor', 'soul']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,53,And make the power I have left behind,"['make', 'power', 'left', 'behind']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,54,(Too little to defend our guiltless lives),"['little', 'defend', 'guiltless', 'lives']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,55,Sufficient to discomfit  and confound,"['Sufficient', 'discomfit', 'confound']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,56,The trustless force of those false Christians!,"['trustless', 'force', 'false', 'Christians']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,57,"To arms, my lords!  on Christ still let us cry:","['arms', 'lords', 'Christ', 'still', 'let', 'cry']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,58,"If there be Christ, we shall have victory.","['Christ', 'shall', 'victory']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,1,"Discomfited is all the Christian  host,","['Discomfited', 'Christian', 'host']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,2,"And God hath thunder'd vengeance from on high,","['God', 'thunder', 'vengeance', 'high']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,3,For my accurs'd and hateful perjury.,"['accurs', 'hateful', 'perjury']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,4,"O just and dreadful punisher of sin,","['dreadful', 'punisher', 'sin']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,5,Let the dishonour of the pains I feel,"['Let', 'dishonour', 'pains', 'feel']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,6,In this my mortal well-deserved wound,"['mortal', 'well-deserved', 'wound']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,7,End all my penance in my sudden death!,"['End', 'penance', 'sudden', 'death']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,8,"And let this death, wherein to sin I die,","['let', 'death', 'wherein', 'sin', 'die']"
Tamburlaine the Great-Part2,SIGISMUND,SCENE III.,none,9,Conceive a second life in endless mercy!,"['Conceive', 'second', 'life', 'endless', 'mercy']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,1,"Now lie the Christians bathing in their bloods,","['lie', 'Christians', 'bathing', 'bloods']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,2,And Christ or Mahomet hath been my friend.,"['Christ', 'Mahomet', 'friend']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE III.,none,1,"See, here the perjur'd traitor Hungary,","['See', 'perjur', 'traitor', 'Hungary']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE III.,none,2,Bloody and breathless for his villany!,"['Bloody', 'breathless', 'villany']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,1,Now shall his barbarous body be a prey,"['shall', 'barbarous', 'body', 'prey']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,2,"To beasts and fowls, and all the winds shall breathe,","['beasts', 'fowls', 'winds', 'shall', 'breathe']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,3,"Through shady leaves of every senseless tree,","['shady', 'leaves', 'every', 'senseless', 'tree']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,4,Murmurs and hisses for his heinous sin.,"['Murmurs', 'hisses', 'heinous', 'sin']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,5,"Now scalds his soul in the Tartarian streams,","['scalds', 'soul', 'Tartarian', 'streams']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,6,"And feeds upon the baneful tree of hell,","['feeds', 'upon', 'baneful', 'tree', 'hell']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,7,"That Zoacum,  that fruit of bitterness,","['Zoacum', 'fruit', 'bitterness']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,8,"That in the midst of fire is ingraff'd,","['midst', 'fire', 'ingraff']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,9,"Yet flourisheth, as Flora in her pride,","['Yet', 'flourisheth', 'Flora', 'pride']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,10,With apples like the heads of damned fiends.,"['apples', 'like', 'heads', 'damned', 'fiends']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,11,"The devils there, in chains of quenchless flame,","['devils', 'chains', 'quenchless', 'flame']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,12,"Shall lead his soul, through Orcus' burning gulf,","['Shall', 'lead', 'soul', 'Orcus', 'burning', 'gulf']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,13,"]From pain to pain, whose change shall never end.","['pain', 'pain', 'whose', 'change', 'shall', 'never', 'end']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,14,"What say'st thou yet, Gazellus, to his foil,","[""say'st"", 'yet', 'Gazellus', 'foil']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,15,Which we referr'd to justice of his Christ,"['referr', 'justice', 'Christ']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,16,"And to his power, which here appears as full","['power', 'appears', 'full']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,17,As rays of Cynthia to the clearest sight?,"['rays', 'Cynthia', 'clearest', 'sight']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE III.,none,1,"'Tis but the fortune of the wars, my lord,","[""'T"", 'fortune', 'wars', 'lord']"
Tamburlaine the Great-Part2,GAZELLUS,SCENE III.,none,2,Whose power is often prov'd a miracle.,"['Whose', 'power', 'often', 'prov', 'miracle']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,1,"Yet in my thoughts shall Christ be honoured,","['Yet', 'thoughts', 'shall', 'Christ', 'honoured']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,2,"Not doing Mahomet an  injury,","['Mahomet', 'injury']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,3,Whose power had share in this our victory;,"['Whose', 'power', 'share', 'victory']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,4,"And, since this miscreant hath disgrac'd his faith,","['since', 'miscreant', 'disgrac', 'faith']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,5,"And died a traitor both to heaven and earth,","['died', 'traitor', 'heaven', 'earth']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,6,We will both watch and ward shall keep his trunk,"['watch', 'ward', 'shall', 'keep', 'trunk']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,7,Amidst these plains for fowls to prey upon.,"['Amidst', 'plains', 'fowls', 'prey', 'upon']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,8,"Go, Uribassa, give  it straight in charge.","['Go', 'Uribassa', 'give', 'straight', 'charge']"
Tamburlaine the Great-Part2,URIBASSA,SCENE III.,none,1,"I will, my lord.",['lord']
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,1,"And now, Gazellus, let us haste and meet","['Gazellus', 'let', 'haste', 'meet']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,2,"Our army, and our brother of Jerusalem,","['army', 'brother', 'Jerusalem']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,3,"Of Soria,  Trebizon, and Amasia,","['Soria', 'Trebizon', 'Amasia']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,4,"And happily, with full Natolian bowls","['happily', 'full', 'Natolian', 'bowls']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,5,"Of Greekish wine, now let us celebrate","['Greekish', 'wine', 'let', 'celebrate']"
Tamburlaine the Great-Part2,ORCANES,SCENE III.,none,6,Our happy conquest and his angry fate.,"['happy', 'conquest', 'angry', 'fate']"
Tamburlaine the Great-Part2,ORCANES,SCENE IV.,none,7,"And now, Gazellus, let us haste and meet","['Gazellus', 'let', 'haste', 'meet']"
