play_name,genre,character,act,scene,sentence,text,tokens,sentiment_score
The Merchant of Venice,Comedy,Launcelot,2,2,156,"man: and then to 'scape drowning thrice, and to be","['man', ""'scape"", 'drowning', 'thrice']",0.022390656173229218
The Merchant of Venice,Comedy,Launcelot,2,2,157,in peril of my life with the edge of a feather-bed;,"['peril', 'life', 'edge', 'feather-bed']",-0.3161667250096798
The Merchant of Venice,Comedy,Launcelot,2,2,158,"here are simple scapes. Well, if Fortune be a","['simple', 'scapes', 'Well', 'Fortune']",0.05168718844652176
The Merchant of Venice,Comedy,Launcelot,2,2,159,"woman, she's a good wench for this gear. Father,","['woman', 'good', 'wench', 'gear', 'Father']",-0.028166159987449646
The Merchant of Venice,Comedy,Launcelot,2,2,160,come; I'll take my leave of the Jew in the twinkling of an eye.,"['come', 'take', 'leave', 'Jew', 'twinkling', 'eye']",-0.031223386526107788
The Merchant of Venice,Comedy,Bassanio,2,2,161,"I pray thee, good Leonardo, think on this:","['pray', 'good', 'think']",0.4491497613489628
The Merchant of Venice,Comedy,Bassanio,2,2,162,"These things being bought and orderly bestow'd,","['things', 'bought', 'orderly', 'bestow']",-0.07571719586849213
The Merchant of Venice,Comedy,Bassanio,2,2,163,"Return in haste, for I do feast to-night","['Return', 'haste', 'feast', 'to-night']",0.14220821857452393
The Merchant of Venice,Comedy,Bassanio,2,2,164,"My best-esteem'd acquaintance: hie thee, go.","['best-esteem', 'acquaintance', 'hie', 'go']",0.3646105621010065
The Merchant of Venice,Comedy,Leonardo,2,2,165,My best endeavours shall be done herein.,"['best', 'endeavours', 'shall', 'done', 'herein']",0.7030939101241529
The Merchant of Venice,Comedy,Gratiano,2,2,166,Where is your master?,['master'],-0.2339411862194538
The Merchant of Venice,Comedy,Leonardo,2,2,167,"Yonder, sir, he walks.","['Yonder', 'sir', 'walks']",0.028234418481588364
The Merchant of Venice,Comedy,Gratiano,2,2,168,Signior Bassanio!,['Signior'],0.2614466901868582
The Merchant of Venice,Comedy,Bassanio,2,2,169,Gratiano!,[],0.6516608502715826
The Merchant of Venice,Comedy,Gratiano,2,2,170,I have a suit to you.,['suit'],-0.010124102234840393
The Merchant of Venice,Comedy,Bassanio,2,2,171,You have obtain'd it.,['obtain'],-0.18830391764640808
The Merchant of Venice,Comedy,Gratiano,2,2,172,You must not deny me: I must go with you to Belmont.,"['must', 'deny', 'must', 'go', 'Belmont']",0.3074953807517886
The Merchant of Venice,Comedy,Bassanio,2,2,173,"Why then you must. But hear thee, Gratiano;","['must', 'hear']",0.07691682875156403
The Merchant of Venice,Comedy,Bassanio,2,2,174,"Thou art too wild, too rude and bold of voice;","['wild', 'rude', 'bold', 'voice']",-0.694835226982832
The Merchant of Venice,Comedy,Bassanio,2,2,175,Parts that become thee happily enough,"['Parts', 'become', 'happily', 'enough']",0.46484505012631416
The Merchant of Venice,Comedy,Bassanio,2,2,176,And in such eyes as ours appear not faults;,"['eyes', 'appear', 'faults']",0.2170330435037613
The Merchant of Venice,Comedy,Bassanio,2,2,177,"But where thou art not known, why, there they show","['known', 'show']",-0.09303859248757362
The Merchant of Venice,Comedy,Bassanio,2,2,178,"Something too liberal. Pray thee, take pain","['Something', 'liberal', 'Pray', 'take', 'pain']",-0.40591970831155777
The Merchant of Venice,Comedy,Bassanio,2,2,179,To allay with some cold drops of modesty,"['allay', 'cold', 'drops', 'modesty']",0.05404854193329811
The Merchant of Venice,Comedy,Bassanio,2,2,180,"Thy skipping spirit, lest through thy wild behavior","['skipping', 'spirit', 'lest', 'wild', 'behavior']",-0.17115112021565437
The Merchant of Venice,Comedy,Bassanio,2,2,181,"I be misconstrued in the place I go to,","['misconstrued', 'place', 'go']",-0.679699569940567
The Merchant of Venice,Comedy,Bassanio,2,2,182,And lose my hopes.,"['lose', 'hopes']",-0.7829270428046584
The Merchant of Venice,Comedy,Gratiano,2,2,183,"Signior Bassanio, hear me:","['Signior', 'hear']",0.027686312794685364
The Merchant of Venice,Comedy,Gratiano,2,2,184,"If I do not put on a sober habit,","['put', 'sober', 'habit']",-0.3752098008990288
The Merchant of Venice,Comedy,Gratiano,2,2,185,"Talk with respect and swear but now and then,","['Talk', 'respect', 'swear']",-0.018094249069690704
The Merchant of Venice,Comedy,Gratiano,2,2,186,"Wear prayer-books in my pocket, look demurely,","['Wear', 'prayer-books', 'pocket', 'look', 'demurely']",0.19332661665976048
The Merchant of Venice,Comedy,Gratiano,2,2,187,"Nay more, while grace is saying, hood mine eyes","['Nay', 'grace', 'saying', 'hood', 'eyes']",0.22622809931635857
The Merchant of Venice,Comedy,Gratiano,2,2,188,"Thus with my hat, and sigh and say 'amen,'","['Thus', 'hat', 'sigh', 'say', ""'amen""]",0.06692546606063843
The Merchant of Venice,Comedy,Gratiano,2,2,189,"Use all the observance of civility,","['Use', 'observance', 'civility']",0.10512986779212952
The Merchant of Venice,Comedy,Gratiano,2,2,190,Like one well studied in a sad ostent,"['Like', 'one', 'well', 'studied', 'sad', 'ostent']",-0.3905399963259697
The Merchant of Venice,Comedy,Gratiano,2,2,191,"To please his grandam, never trust me more.","['please', 'grandam', 'never', 'trust']",-0.4524129740893841
The Merchant of Venice,Comedy,Bassanio,2,2,192,"Well, we shall see your bearing.","['Well', 'shall', 'see', 'bearing']",-0.0076333582401275635
The Merchant of Venice,Comedy,Gratiano,2,2,193,"Nay, but I bar to-night: you shall not gauge me","['Nay', 'bar', 'to-night', 'shall', 'gauge']",-0.13886523991823196
The Merchant of Venice,Comedy,Gratiano,2,2,194,By what we do to-night.,['to-night'],0.033599019050598145
The Merchant of Venice,Comedy,Bassanio,2,2,195,"No, that were pity:",['pity'],-0.28921614587306976
The Merchant of Venice,Comedy,Bassanio,2,2,196,I would entreat you rather to put on,"['would', 'entreat', 'rather', 'put']",0.08750949800014496
The Merchant of Venice,Comedy,Bassanio,2,2,197,"Your boldest suit of mirth, for we have friends","['boldest', 'suit', 'mirth', 'friends']",0.675931463483721
The Merchant of Venice,Comedy,Bassanio,2,2,198,That purpose merriment. But fare you well:,"['purpose', 'merriment', 'fare', 'well']",0.37267810851335526
The Merchant of Venice,Comedy,Bassanio,2,2,199,I have some business.,['business'],-0.15948554873466492
The Merchant of Venice,Comedy,Gratiano,2,2,200,And I must to Lorenzo and the rest:,"['must', 'rest']",0.03288216143846512
The Merchant of Venice,Comedy,Gratiano,2,2,201,But we will visit you at supper-time.,"['visit', 'supper-time']",0.2542957365512848
The Merchant of Venice,Comedy,Jessica,2,3,1,I am sorry thou wilt leave my father so:,"['sorry', 'wilt', 'leave', 'father']",-0.7070770096033812
The Merchant of Venice,Comedy,Jessica,2,3,2,"Our house is hell, and thou, a merry devil,","['house', 'hell', 'merry', 'devil']",-0.6075453646481037
The Merchant of Venice,Comedy,Jessica,2,3,3,Didst rob it of some taste of tediousness.,"['Didst', 'rob', 'taste', 'tediousness']",-0.6430253759026527
The Merchant of Venice,Comedy,Jessica,2,3,4,"But fare thee well, there is a ducat for thee:","['fare', 'well', 'ducat']",0.2885406129062176
The Merchant of Venice,Comedy,Jessica,2,3,5,"And, Launcelot, soon at supper shalt thou see","['soon', 'supper', 'shalt', 'see']",0.05012500658631325
The Merchant of Venice,Comedy,Jessica,2,3,6,"Lorenzo, who is thy new master's guest:","['new', 'master', 'guest']",0.03908253461122513
The Merchant of Venice,Comedy,Jessica,2,3,7,Give him this letter; do it secretly;,"['Give', 'letter', 'secretly']",-0.02837982028722763
The Merchant of Venice,Comedy,Jessica,2,3,8,And so farewell: I would not have my father,"['farewell', 'would', 'father']",-0.5651308745145798
The Merchant of Venice,Comedy,Jessica,2,3,9,See me in talk with thee.,"['See', 'talk']",0.08690105751156807
The Merchant of Venice,Comedy,Launcelot,2,3,10,Adieu! tears exhibit my tongue. Most beautiful,"['Adieu', 'tears', 'exhibit', 'tongue', 'beautiful']",0.9336377801373601
The Merchant of Venice,Comedy,Launcelot,2,3,11,"pagan, most sweet Jew! if a Christian did not play","['pagan', 'sweet', 'Jew', 'Christian', 'play']",-0.07031171023845673
The Merchant of Venice,Comedy,Launcelot,2,3,12,"the knave and get thee, I am much deceived. But,","['knave', 'get', 'much', 'deceived']",-0.46177297458052635
The Merchant of Venice,Comedy,Launcelot,2,3,13,adieu: these foolish drops do something drown my,"['adieu', 'foolish', 'drops', 'something', 'drown']",-0.845488746650517
The Merchant of Venice,Comedy,Launcelot,2,3,14,manly spirit: adieu.,"['manly', 'spirit', 'adieu']",0.1180703341960907
The Merchant of Venice,Comedy,Jessica,2,3,15,"Farewell, good Launcelot.","['Farewell', 'good']",0.6549821738153696
The Merchant of Venice,Comedy,Jessica,2,3,16,"Alack, what heinous sin is it in me","['Alack', 'heinous', 'sin']",-0.9428540105000138
The Merchant of Venice,Comedy,Jessica,2,3,17,To be ashamed to be my father's child!,"['ashamed', 'father', 'child']",-0.7990574669092894
The Merchant of Venice,Comedy,Jessica,2,3,18,"But though I am a daughter to his blood,","['though', 'daughter', 'blood']",-0.009438194334506989
The Merchant of Venice,Comedy,Jessica,2,3,19,"I am not to his manners. O Lorenzo,",['manners'],-0.41582930088043213
The Merchant of Venice,Comedy,Jessica,2,3,20,"If thou keep promise, I shall end this strife,","['keep', 'promise', 'shall', 'end', 'strife']",-0.04373564571142197
The Merchant of Venice,Comedy,Jessica,2,3,21,Become a Christian and thy loving wife.,"['Become', 'Christian', 'loving', 'wife']",0.3495491612702608
The Merchant of Venice,Comedy,Lorenzo,2,4,1,"Nay, we will slink away in supper-time,","['Nay', 'slink', 'away', 'supper-time']",-0.03225924074649811
The Merchant of Venice,Comedy,Lorenzo,2,4,2,"Disguise us at my lodging and return,","['Disguise', 'lodging', 'return']",0.01860995963215828
The Merchant of Venice,Comedy,Lorenzo,2,4,3,All in an hour.,['hour'],-0.04344552755355835
The Merchant of Venice,Comedy,Gratiano,2,4,4,We have not made good preparation.,"['made', 'good', 'preparation']",-0.8175107119604945
The Merchant of Venice,Comedy,Salarino,2,4,5,We have not spoke us yet of torchbearers.,"['spoke', 'yet', 'torchbearers']",-0.1931341290473938
The Merchant of Venice,Comedy,Salanio,2,4,6,"'Tis vile, unless it may be quaintly order'd,","[""'T"", 'vile', 'unless', 'may', 'quaintly', 'order']",-0.7614118568599224
The Merchant of Venice,Comedy,Salanio,2,4,7,And better in my mind not undertook.,"['better', 'mind', 'undertook']",0.39524248987436295
The Merchant of Venice,Comedy,Lorenzo,2,4,8,'Tis now but four o'clock: we have two hours,"[""'T"", 'four', ""o'clock"", 'two', 'hours']",0.031291134655475616
The Merchant of Venice,Comedy,Lorenzo,2,4,9,To furnish us.,['furnish'],-0.05306583642959595
The Merchant of Venice,Comedy,Lorenzo,2,4,10,"Friend Launcelot, what's the news?","['Friend', 'news']",0.0034294575452804565
The Merchant of Venice,Comedy,Launcelot,2,4,11,An it shall please you to break up,"['shall', 'please', 'break']",0.3127042632550001
The Merchant of Venice,Comedy,Launcelot,2,4,12,"this, it shall seem to signify.","['shall', 'seem', 'signify']",0.023527130484580994
The Merchant of Venice,Comedy,Lorenzo,2,4,13,"I know the hand: in faith, 'tis a fair hand;","['know', 'hand', 'faith', ""'t"", 'fair', 'hand']",0.3048495166003704
The Merchant of Venice,Comedy,Lorenzo,2,4,14,And whiter than the paper it writ on,"['whiter', 'paper', 'writ']",-0.34525737911462784
The Merchant of Venice,Comedy,Lorenzo,2,4,15,Is the fair hand that writ.,"['fair', 'hand', 'writ']",0.048600755631923676
The Merchant of Venice,Comedy,Gratiano,2,4,16,"Love-news, in faith.","['Love-news', 'faith']",0.6669081961736083
The Merchant of Venice,Comedy,Launcelot,2,4,17,"By your leave, sir.","['leave', 'sir']",-0.1207682155072689
The Merchant of Venice,Comedy,Lorenzo,2,4,18,Whither goest thou?,['Whither'],-0.06437268853187561
The Merchant of Venice,Comedy,Launcelot,2,4,19,"Marry, sir, to bid my old master the","['Marry', 'sir', 'bid', 'old', 'master']",0.043294887989759445
The Merchant of Venice,Comedy,Launcelot,2,4,20,Jew to sup to-night with my new master the Christian.,"['Jew', 'sup', 'to-night', 'new', 'master', 'Christian']",0.050988560542464256
The Merchant of Venice,Comedy,Lorenzo,2,4,21,"Hold here, take this: tell gentle Jessica","['Hold', 'take', 'tell', 'gentle']",0.018898162990808487
The Merchant of Venice,Comedy,Lorenzo,2,4,22,I will not fail her; speak it privately.,"['fail', 'speak', 'privately']",0.2960028797388077
The Merchant of Venice,Comedy,Lorenzo,2,4,23,"Go, gentlemen,","['Go', 'gentlemen']",0.43379797227680683
The Merchant of Venice,Comedy,Lorenzo,2,4,24,Will you prepare you for this masque tonight?,"['prepare', 'masque', 'tonight']",-0.040560007095336914
The Merchant of Venice,Comedy,Lorenzo,2,4,25,I am provided of a torch-bearer.,"['provided', 'torch-bearer']",-0.020477451384067535
The Merchant of Venice,Comedy,Salanio,2,4,26,"Ay, marry, I'll be gone about it straight.","['Ay', 'marry', 'gone', 'straight']",0.11712530255317688
The Merchant of Venice,Comedy,Salanio,2,4,27,And so will I.,[],0.14994768053293228
The Merchant of Venice,Comedy,Lorenzo,2,4,28,Meet me and Gratiano,['Meet'],0.10253479704260826
The Merchant of Venice,Comedy,Lorenzo,2,4,29,At Gratiano's lodging some hour hence.,"['lodging', 'hour']",0.02739120088517666
The Merchant of Venice,Comedy,Salarino,2,4,30,'Tis good we do so.,"[""'T"", 'good']",0.7891708603128791
The Merchant of Venice,Comedy,Gratiano,2,4,31,Was not that letter from fair Jessica?,"['letter', 'fair']",-0.11281369626522064
The Merchant of Venice,Comedy,Lorenzo,2,4,32,I must needs tell thee all. She hath directed,"['must', 'needs', 'tell', 'directed']",-0.01977112516760826
The Merchant of Venice,Comedy,Lorenzo,2,4,33,"How I shall take her from her father's house,","['shall', 'take', 'father', 'house']",-0.15862855687737465
The Merchant of Venice,Comedy,Lorenzo,2,4,34,"What gold and jewels she is furnish'd with,","['gold', 'jewels', 'furnish']",0.052913203835487366
The Merchant of Venice,Comedy,Lorenzo,2,4,35,What page's suit she hath in readiness.,"['page', 'suit', 'readiness']",-0.030658304691314697
The Merchant of Venice,Comedy,Lorenzo,2,4,36,"If e'er the Jew her father come to heaven,","[""e'er"", 'Jew', 'father', 'come', 'heaven']",-0.035221412777900696
The Merchant of Venice,Comedy,Lorenzo,2,4,37,It will be for his gentle daughter's sake:,"['gentle', 'daughter', 'sake']",0.5234055840410292
The Merchant of Venice,Comedy,Lorenzo,2,4,38,"And never dare misfortune cross her foot,","['never', 'dare', 'misfortune', 'cross', 'foot']",-0.11628562957048416
The Merchant of Venice,Comedy,Lorenzo,2,4,39,"Unless she do it under this excuse,","['Unless', 'excuse']",-0.44329066574573517
The Merchant of Venice,Comedy,Lorenzo,2,4,40,That she is issue to a faithless Jew.,"['issue', 'faithless', 'Jew']",-0.5388794792816043
The Merchant of Venice,Comedy,Lorenzo,2,4,41,"Come, go with me; peruse this as thou goest:","['Come', 'go', 'peruse']",0.2113848365843296
The Merchant of Venice,Comedy,Lorenzo,2,4,42,Fair Jessica shall be my torch-beare r.,"['Fair', 'shall', 'torch-beare', 'r']",0.2555001750588417
The Merchant of Venice,Comedy,Shylock,2,5,1,"Well, thou shalt see, thy eyes shall be thy judge,","['Well', 'shalt', 'see', 'eyes', 'shall', 'judge']",0.012969687581062317
The Merchant of Venice,Comedy,Shylock,2,5,2,The difference of old Shylock and Bassanio:--,"['difference', 'old']",-0.03922456130385399
The Merchant of Venice,Comedy,Shylock,2,5,3,"What, Jessica!--thou shalt not gormandise,","['shalt', 'gormandise']",-0.38185366429388523
The Merchant of Venice,Comedy,Shylock,2,5,4,"As thou hast done with me:--What, Jessica!--",['done'],-0.06527549773454666
The Merchant of Venice,Comedy,Shylock,2,5,5,"And sleep and snore, and rend apparel out;--","['sleep', 'snore', 'rend', 'apparel']",-0.2001148983836174
The Merchant of Venice,Comedy,Shylock,2,5,6,"Why, Jessica, I say!",['say'],-0.12504752725362778
The Merchant of Venice,Comedy,Launcelot,2,5,7,"Why, Jessica!",[],-0.15693587064743042
The Merchant of Venice,Comedy,Shylock,2,5,8,Who bids thee call? I do not bid thee call.,"['bids', 'call', 'bid', 'call']",-0.47636024467647076
The Merchant of Venice,Comedy,Launcelot,2,5,9,Your worship was wont to tell me that,"['worship', 'wont', 'tell']",-0.3243383429944515
The Merchant of Venice,Comedy,Launcelot,2,5,10,I could do nothing without bidding.,"['could', 'nothing', 'without', 'bidding']",-0.38659195974469185
The Merchant of Venice,Comedy,Jessica,2,5,11,Call you? what is your will?,['Call'],-0.10749180987477303
The Merchant of Venice,Comedy,Shylock,2,5,12,"I am bid forth to supper, Jessica:","['bid', 'forth', 'supper']",0.08922930341213942
The Merchant of Venice,Comedy,Shylock,2,5,13,There are my keys. But wherefore should I go?,"['keys', 'go']",-0.035826265811920166
The Merchant of Venice,Comedy,Shylock,2,5,14,I am not bid for love; they flatter me:,"['bid', 'love', 'flatter']",-0.412525050342083
The Merchant of Venice,Comedy,Shylock,2,5,15,"But yet I'll go in hate, to feed upon","['yet', 'go', 'hate', 'feed', 'upon']",-0.7240141984075308
The Merchant of Venice,Comedy,Shylock,2,5,16,"The prodigal Christian. Jessica, my girl,","['prodigal', 'Christian', 'girl']",0.3354571955278516
The Merchant of Venice,Comedy,Shylock,2,5,17,Look to my house. I am right loath to go:,"['Look', 'house', 'right', 'loath', 'go']",-0.3648630157113075
The Merchant of Venice,Comedy,Shylock,2,5,18,"There is some ill a-brewing towards my rest,","['ill', 'a-brewing', 'towards', 'rest']",-0.46042398549616337
The Merchant of Venice,Comedy,Shylock,2,5,19,For I did dream of money-bags to-night.,"['dream', 'money-bags', 'to-night']",-0.0916016697883606
The Merchant of Venice,Comedy,Launcelot,2,5,20,"I beseech you, sir, go: my young master doth expect","['beseech', 'sir', 'go', 'young', 'master', 'doth', 'expect']",0.13237420096993446
The Merchant of Venice,Comedy,Launcelot,2,5,21,your reproach.,['reproach'],-0.5402711033821106
The Merchant of Venice,Comedy,Shylock,2,5,22,So do I his.,[],0.024707630276679993
The Merchant of Venice,Comedy,Launcelot,2,5,23,"An they have conspired together, I will not say you","['conspired', 'together', 'say']",-0.25426704064011574
The Merchant of Venice,Comedy,Launcelot,2,5,24,"shall see a masque; but if you do, then it was not","['shall', 'see', 'masque']",-0.2329869084060192
The Merchant of Venice,Comedy,Launcelot,2,5,25,for nothing that my nose fell a-bleeding on,"['nothing', 'nose', 'fell', 'a-bleeding']",-0.6907677743583918
The Merchant of Venice,Comedy,Launcelot,2,5,26,"Black-Monday last at six o'clock i' the morning,","['Black-Monday', 'last', 'six', ""o'clock"", 'morning']",0.05532790347933769
The Merchant of Venice,Comedy,Launcelot,2,5,27,falling out that year on Ash-Wednesday was four,"['falling', 'year', 'Ash-Wednesday', 'four']",0.002291489392518997
The Merchant of Venice,Comedy,Launcelot,2,5,28,"year, in the afternoon.","['year', 'afternoon']",0.11656854674220085
The Merchant of Venice,Comedy,Shylock,2,5,29,"What, are there masques? Hear you me, Jessica:","['masques', 'Hear']",-0.09074698388576508
The Merchant of Venice,Comedy,Shylock,2,5,30,Lock up my doors; and when you hear the drum,"['Lock', 'doors', 'hear', 'drum']",-0.17734694480895996
The Merchant of Venice,Comedy,Shylock,2,5,31,"And the vile squealing of the wry-neck'd fife,","['vile', 'squealing', 'wry-neck', 'fife']",-0.6924094520509243
The Merchant of Venice,Comedy,Shylock,2,5,32,"Clamber not you up to the casements then,","['Clamber', 'casements']",-0.22428343445062637
The Merchant of Venice,Comedy,Shylock,2,5,33,Nor thrust your head into the public street,"['thrust', 'head', 'public', 'street']",-0.529789213091135
The Merchant of Venice,Comedy,Shylock,2,5,34,"To gaze on Christian fools with varnish'd faces,","['gaze', 'Christian', 'fools', 'varnish', 'faces']",-0.6349810287356377
The Merchant of Venice,Comedy,Shylock,2,5,35,"But stop my house's ears, I mean my casements:","['stop', 'house', 'ears', 'mean', 'casements']",-0.32671571895480156
The Merchant of Venice,Comedy,Shylock,2,5,36,Let not the sound of shallow foppery enter,"['Let', 'sound', 'shallow', 'foppery', 'enter']",-0.8636601944454014
The Merchant of Venice,Comedy,Shylock,2,5,37,"My sober house. By Jacob's staff, I swear,","['sober', 'house', 'Jacob', 'staff', 'swear']",0.06849465519189835
The Merchant of Venice,Comedy,Shylock,2,5,38,I have no mind of feasting forth to-night:,"['mind', 'feasting', 'forth', 'to-night']",-0.20046932250261307
The Merchant of Venice,Comedy,Shylock,2,5,39,"But I will go. Go you before me, sirrah;","['go', 'Go', 'sirrah']",0.12747178971767426
The Merchant of Venice,Comedy,Shylock,2,5,40,Say I will come.,"['Say', 'come']",0.19908171147108078
The Merchant of Venice,Comedy,Launcelot,2,5,41,"I will go before, sir. Mistress, look out at","['go', 'sir', 'Mistress', 'look']",-0.002004127949476242
The Merchant of Venice,Comedy,Launcelot,2,5,42,"window, for all this, There will come a Christian","['window', 'come', 'Christian']",0.07564828544855118
The Merchant of Venice,Comedy,Launcelot,2,5,43,"boy, will be worth a Jewess' eye.","['boy', 'worth', 'Jewess', 'eye']",0.28412721306085587
The Merchant of Venice,Comedy,Shylock,2,5,44,"What says that fool of Hagar's offspring, ha?","['says', 'fool', 'Hagar', 'offspring', 'ha']",-0.48878431506454945
The Merchant of Venice,Comedy,Jessica,2,5,45,His words were 'Farewell mistress;' nothing else.,"['words', ""'Farewell"", 'mistress', 'nothing', 'else']",-0.10271253436803818
The Merchant of Venice,Comedy,Shylock,2,5,46,"The patch is kind enough, but a huge feeder;","['patch', 'kind', 'enough', 'huge', 'feeder']",0.5569321420043707
The Merchant of Venice,Comedy,Shylock,2,5,47,"Snail-slow in profit, and he sleeps by day","['Snail-slow', 'profit', 'sleeps', 'day']",-0.10085934400558472
The Merchant of Venice,Comedy,Shylock,2,5,48,More than the wild-cat: drones hive not with me;,"['wild-cat', 'drones', 'hive']",-0.28879333660006523
The Merchant of Venice,Comedy,Shylock,2,5,49,"Therefore I part with him, and part with him","['Therefore', 'part', 'part']",-0.04378015547990799
The Merchant of Venice,Comedy,Shylock,2,5,50,To one that would have him help to waste,"['one', 'would', 'help', 'waste']",-0.49085101298987865
The Merchant of Venice,Comedy,Shylock,2,5,51,"His borrow'd purse. Well, Jessica, go in;","['borrow', 'purse', 'Well', 'go']",0.033169589936733246
The Merchant of Venice,Comedy,Shylock,2,5,52,Perhaps I will return immediately:,"['Perhaps', 'return', 'immediately']",0.5669108023867011
The Merchant of Venice,Comedy,Shylock,2,5,53,Do as I bid you; shut doors after you:,"['bid', 'shut', 'doors']",0.0702296607196331
The Merchant of Venice,Comedy,Shylock,2,5,54,"Fast bind, fast find;","['Fast', 'bind', 'fast', 'find']",0.1341537944972515
The Merchant of Venice,Comedy,Shylock,2,5,55,A proverb never stale in thrifty mind.,"['proverb', 'never', 'stale', 'thrifty', 'mind']",0.20432071387767792
The Merchant of Venice,Comedy,Jessica,2,5,56,"Farewell; and if my fortune be not crost,","['Farewell', 'fortune', 'crost']",0.137221060693264
The Merchant of Venice,Comedy,Jessica,2,5,57,"I have a father, you a daughter, lost.","['father', 'daughter', 'lost']",-0.24780919030308723
The Merchant of Venice,Comedy,Gratiano,2,6,1,This is the pent-house under which Lorenzo,['pent-house'],-0.06117065250873566
The Merchant of Venice,Comedy,Gratiano,2,6,2,Desired us to make stand.,"['Desired', 'make', 'stand']",-0.10162924230098724
The Merchant of Venice,Comedy,Salarino,2,6,3,His hour is almost past.,"['hour', 'almost', 'past']",-0.052792154252529144
The Merchant of Venice,Comedy,Gratiano,2,6,4,"And it is marvel he out-dwells his hour,","['marvel', 'out-dwells', 'hour']",0.4656256977468729
The Merchant of Venice,Comedy,Gratiano,2,6,5,For lovers ever run before the clock.,"['lovers', 'ever', 'run', 'clock']",-0.03211555629968643
The Merchant of Venice,Comedy,Salarino,2,6,6,"O, ten times faster Venus' pigeons fly","['ten', 'times', 'faster', 'Venus', 'pigeons', 'fly']",0.5718404073268175
The Merchant of Venice,Comedy,Salarino,2,6,7,"To seal love's bonds new-made, than they are wont","['seal', 'love', 'bonds', 'new-made', 'wont']",0.09964877367019653
The Merchant of Venice,Comedy,Salarino,2,6,8,To keep obliged faith unforfeited!,"['keep', 'obliged', 'faith', 'unforfeited']",-0.06611411273479462
The Merchant of Venice,Comedy,Gratiano,2,6,9,That ever holds: who riseth from a feast,"['ever', 'holds', 'riseth', 'feast']",0.08564847707748413
The Merchant of Venice,Comedy,Gratiano,2,6,10,With that keen appetite that he sits down?,"['keen', 'appetite', 'sits']",-0.013519152998924255
The Merchant of Venice,Comedy,Gratiano,2,6,11,Where is the horse that doth untread again,"['horse', 'doth', 'untread']",-0.30087277106940746
The Merchant of Venice,Comedy,Gratiano,2,6,12,His tedious measures with the unbated fire,"['tedious', 'measures', 'unbated', 'fire']",-0.5748926373198628
The Merchant of Venice,Comedy,Gratiano,2,6,13,"That he did pace them first? All things that are,","['pace', 'first', 'things']",-0.018203847110271454
The Merchant of Venice,Comedy,Gratiano,2,6,14,Are with more spirit chased than enjoy'd.,"['spirit', 'chased', 'enjoy']",-0.1649331897497177
The Merchant of Venice,Comedy,Gratiano,2,6,15,How like a younker or a prodigal,"['like', 'younker', 'prodigal']",0.0072565823793411255
The Merchant of Venice,Comedy,Gratiano,2,6,16,"The scarfed bark puts from her native bay,","['scarfed', 'bark', 'puts', 'native', 'bay']",-0.009046338498592377
The Merchant of Venice,Comedy,Gratiano,2,6,17,Hugg'd and embraced by the strumpet wind!,"['Hugg', 'embraced', 'strumpet', 'wind']",0.7476265896111727
The Merchant of Venice,Comedy,Gratiano,2,6,18,"How like the prodigal doth she return,","['like', 'prodigal', 'doth', 'return']",-0.0013211891055107117
The Merchant of Venice,Comedy,Gratiano,2,6,19,"With over-weather'd ribs and ragged sails,","['over-weather', 'ribs', 'ragged', 'sails']",-0.21377698332071304
The Merchant of Venice,Comedy,Gratiano,2,6,20,"Lean, rent and beggar'd by the strumpet wind!","['Lean', 'rent', 'beggar', 'strumpet', 'wind']",-0.5848394930362701
The Merchant of Venice,Comedy,Salarino,2,6,21,Here comes Lorenzo: more of this hereafter.,"['comes', 'hereafter']",-0.07093008607625961
The Merchant of Venice,Comedy,Lorenzo,2,6,22,"Sweet friends, your patience for my long abode;","['Sweet', 'friends', 'patience', 'long', 'abode']",0.6200478225946426
The Merchant of Venice,Comedy,Lorenzo,2,6,23,"Not I, but my affairs, have made you wait:","['affairs', 'made', 'wait']",-0.29270512238144875
The Merchant of Venice,Comedy,Lorenzo,2,6,24,"When you shall please to play the thieves for wives,","['shall', 'please', 'play', 'thieves', 'wives']",0.04358329996466637
The Merchant of Venice,Comedy,Lorenzo,2,6,25,I'll watch as long for you then. Approach;,"['watch', 'long', 'Approach']",0.3276318870484829
The Merchant of Venice,Comedy,Lorenzo,2,6,26,Here dwells my father Jew. Ho! who's within?,"['dwells', 'father', 'Jew', 'Ho', 'within']",-0.08960079029202461
The Merchant of Venice,Comedy,Jessica,2,6,27,"Who are you? Tell me, for more certainty,","['Tell', 'certainty']",-0.04128925874829292
The Merchant of Venice,Comedy,Jessica,2,6,28,Albeit I'll swear that I do know your tongue.,"['Albeit', 'swear', 'know', 'tongue']",-0.06654933094978333
The Merchant of Venice,Comedy,Lorenzo,2,6,29,"Lorenzo, and thy love.",['love'],0.2672735210508108
The Merchant of Venice,Comedy,Jessica,2,6,30,"Lorenzo, certain, and my love indeed,","['certain', 'love', 'indeed']",0.6705045457929373
The Merchant of Venice,Comedy,Jessica,2,6,31,For who love I so much? And now who knows,"['love', 'much', 'knows']",0.19816313683986664
The Merchant of Venice,Comedy,Jessica,2,6,32,"But you, Lorenzo, whether I am yours?",['whether'],-0.03108140453696251
